Type,Published,Is Featured,Visibility,Tax Status,In Stock,Backorder,Sold Individually,Allow Customer Reviews,Parent,Name,Regular Price,Description,SKU,Image,Attribute 1 Name,Attribute 1 Value,Attribute 1 Visibility,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value,Attribute 1 Visibility,Attribute 1 Global
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/470-4_a3caed4f-2e35-48f1-b6af-4aae57502280.jpg?v=1571710356,Size,XL,0,1,Color,BLACK,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/470-5_bc93164b-a804-4424-8692-268b808079de.jpg?v=1571710356,Size,2XL,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/470-6_8d4d2308-7333-408c-aa22-58863681c824.jpg?v=1571710356,Size,XS,0,1,Color,BLACK,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,2XL,0,1,Color,BLACK,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,S,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,M,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,XS,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,XXS,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,L,0,1,Color,WHITE,0,1
variation,1,0,visible,taxable,1,0,0,,ac470,,143,,,,Size,L,0,1,Color,BLACK,0,1
