Type,Published,Is Featured,Visibility,Tax Status,In Stock,Backorder,Sold Individually,Allow Customer Reviews,Parent,Name,Regular Price,Description,SKU,Image,Attribute 1 Name,Attribute 1 Value,Attribute 1 Visibility,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value,Attribute 1 Visibility,Attribute 1 Global
variation,1,0,visible,taxable,1,0,0,,cdcj525,,173.8,,,,Size,18,0,1,Color,RED,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj525,,173.8,,,,Size,20,0,1,Color,RED,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj525,,173.8,,,,Size,22,0,1,Color,RED,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj525,,173.8,,,,Size,24,0,1,Color,RED,0,1
variable,1,0,visible,taxable,1,0,0,,,A-line dress with metallic pleated fabric and v-neckline. CDCJ531,109.45,<p>Model is 5.8/size 2 and wearing size 4 or XS in the picture. Please note our website only sells to our registered wholesale customers. All merchandise ship from United States.</p>,cdcj531,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cj531_2_2_d32fa02e-827c-4d93-a226-43ca72efba32.jpg?v=1614691122,Size,"4,6,8,10,12,14,16,18,20,22,24",0,1,Color,"BURGUNDY,CHARCOAL,EMERALD,GOLD",0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cj531_3_3_23df7dac-4a41-4799-a065-0ce329564264.jpg?v=1614691122,Size,4,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cj531_5_1_ae52845b-447c-4ca3-9145-9ad6df76a90f.jpg?v=1614691122,Size,6,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cj531_6_bcf7a34f-ea1c-4688-92d7-c05528648b37.jpg?v=1614691122,Size,8,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cj531_4_2_da9de7d5-1ab9-444b-a3d1-573618f44cc6.jpg?v=1614691122,Size,10,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,12,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,14,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,16,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,18,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,20,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,22,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,24,0,1,Color,BURGUNDY,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,2,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,4,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,6,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,8,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,10,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,12,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,14,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,16,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,18,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,20,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,22,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,24,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,2,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,4,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,6,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,8,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,10,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,12,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,14,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,16,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,18,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,20,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,22,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,24,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,2,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,4,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,6,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,8,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,10,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,12,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,14,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,16,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,18,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,20,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,22,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcj531,,109.45,,,,Size,24,0,1,Color,GOLD,0,1
variable,1,0,visible,taxable,1,0,0,,,Fitted gown with beaded belts and metallic micro pleated stretch fabric. CDCC1138,195.8,<p>Model is 5.8/size 2 and wearing size 4 or XS in the picture. Please note our website only sells to our registered wholesale customers. All merchandise ship from United States.</p>,cdcc1138,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cc1138_2.jpg?v=1614694880,Size,"4,6,8,10,12,14,16,18,20,22,24",0,1,Color,POWDER-PINK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcc1138,,195.8,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cc1188_2.jpg?v=1614694880,Size,4,0,1,Color,POWDER-PINK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcc1138,,195.8,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cc1138_3_1.jpg?v=1614694880,Size,6,0,1,Color,POWDER-PINK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcc1138,,195.8,,,,Size,8,0,1,Color,POWDER-PINK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcc1138,,195.8,,,,Size,10,0,1,Color,POWDER-PINK,0,1
