Type,Published,Is Featured,Visibility,Tax Status,In Stock,Backorder,Sold Individually,Allow Customer Reviews,Parent,Name,Regular Price,Description,SKU,Image,Attribute 1 Name,Attribute 1 Value,Attribute 1 Visibility,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value,Attribute 1 Visibility,Attribute 1 Global
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cd0151_peacock_dc0dc4a1-494e-42e3-9a09-f48c74b8d562.jpg?v=1614687920,Size,XL,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cd0151_gold_1_53213cf4-81ec-4c48-8c8b-401ecd0f7c15.jpg?v=1614687920,Size,2X,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,https://cdn.shopify.com/s/files/1/0027/1076/5666/products/cd0151_charcoal_766021c9-e2fd-4ea7-8641-811d11f7f4d9.jpg?v=1614687920,Size,3X,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,4X,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,5X,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,6X,0,1,Color,CHARCOAL,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XXS,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XS,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,S,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,M,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,L,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XL,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,2X,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,3X,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,4X,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,5X,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,6X,0,1,Color,EMERALD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XXS,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XS,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,S,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,M,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,L,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XL,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,2X,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,3X,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,4X,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,5X,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,6X,0,1,Color,GOLD,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XXS,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XS,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,S,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,M,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,L,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XL,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,2X,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,3X,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,4X,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,5X,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,6X,0,1,Color,PEACOCK,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XXS,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XS,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,S,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,M,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,L,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,XL,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,2X,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,3X,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,4X,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,5X,0,1,Color,ROUGE,0,1
variation,1,0,visible,taxable,1,0,0,,cdcd0151,,131.45,,,,Size,6X,0,1,Color,ROUGE,0,1
